scenario_id,run_id,raw_log_path,rtl_start_boot_s,disarm_boot_s,decision_window_s,decision_battery_sample_count,distance_home_m,relative_altitude_m,route_bearing_sin,route_bearing_cos,battery_voltage_v,voltage_mean_v,voltage_min_v,voltage_std_v,ekf_wind_north_m_s,ekf_wind_east_m_s,ekf_wind_north_mean_m_s,ekf_wind_north_std_m_s,ekf_wind_east_mean_m_s,ekf_wind_east_std_m_s,current_mean_a,current_std_a,current_q25_a,current_median_a,current_q75_a,current_q90_a,throttle_mean,throttle_std,active_motor_count,motor_output_mean,motor_output_std,motor_output_max,motor_saturation_fraction,roll_abs_mean_rad,pitch_abs_mean_rad,roll_rate_std_rad_s,pitch_rate_std_rad_s,vertical_speed_mean_m_s,vertical_speed_std_m_s,horizontal_speed_mean_m_s,horizontal_speed_std_m_s,planned_rtl_climb_m,headwind_m_s,crosswind_abs_m_s,nominal_horizontal_time_s,nominal_climb_time_s,nominal_descent_time_s,nominal_total_rtl_time_s,required_air_velocity_north_m_s,required_air_velocity_east_m_s,required_airspeed_m_s,required_airspeed_squared_m2_s2,current_time_charge_baseline_mah,payload_mass_kg,true_wind_north_m_s,true_wind_east_m_s,requested_distance_m,requested_outbound_bearing_deg,rtl_charge_mah,rtl_energy_wh,rtl_duration_s,rtl_charge_integrated_mah,rtl_charge_runner_mah,charge_crosscheck_error_mah,charge_crosscheck_tolerance_mah,charge_crosscheck_passed,scenario_family_id,split,seed,ardupilot_commit,patch_hash,parameter_file_hash,scenario_fingerprint,requested_decision_altitude_m,sitl_speedup
confirm-h-0001,confirm-h-0001-run-001,data/raw/confirm-h-0001-run-001/logs/00000001.BIN,123.479755,241.751594,10.0,100,270.72862336060984,80.10794830322266,-0.06507818843603039,0.9978801678507718,12.268856048583984,12.26650450706482,12.251686096191406,0.004691636927103356,-4.0,2.58,-3.9417,0.057845570271197126,2.6704000000000003,0.07382303163647506,33.34949127197265,0.46845753007019647,33.12239646911621,33.1264705657959,33.20093822479248,34.218217849731445,0.4290779370069504,0.0060095191993175855,4,0.654255,0.007364439897235913,0.673,0.0,0.11865062041180653,0.12414765743881695,0.004409112767129497,0.07098403299199103,0.008125282428154605,0.01412877594566818,0.5524426174334135,1.1237740500762452,0.0,4.107129052016963,2.4082205048704006,45.941719367411665,0.0,66.73863220214844,117.6803515695601,13.92050167850772,-3.3211818843603043,14.311205962124202,204.8106160903393,1090.1610715421439,0.4207043681585826,-3.893653241528204,2.563666164747687,270.656593702397,176.27735555761333,1087.087420654297,13.335305326000032,118.27183900000001,1087.4567470543964,1087.0,0.36932640009945317,10.87087420654297,True,confirm-h-0001-family,test,872890650191889313,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,aff0151d5222d654d1f0b419d6a1c831c967bb27257fc0ed2b11f5393db3f8ca,80.11390771155217,2.0
confirm-h-0002,confirm-h-0002-run-001,data/raw/confirm-h-0002-run-001/logs/00000001.BIN,179.484844,369.504639,10.0,100,851.7638829091545,74.49713134765625,0.9952597607966313,0.09725229323276748,12.297797203063965,12.295630311965942,12.282755851745605,0.004492318428632908,-1.41,-3.98,-1.4350999999999998,0.022956262762043846,-3.7678,0.15740762370355516,30.435217418670653,0.45041031885284044,30.193132400512695,30.217713356018066,30.2819561958313,31.313674545288087,0.39147902697324755,0.005718580441043499,4,0.6240675,0.006348853735124166,0.639,0.0,0.053209727987483475,0.16278854749468136,0.0024247910219948182,0.07047238135532777,0.0037062471959507094,0.0056979690076225,0.5709558360988347,1.172948301261969,0.0,3.8895064927478917,1.061870092276824,139.39363193795342,0.0,62.998087565104164,207.39171950305757,2.4076229323276745,13.720397607966312,13.930038000843997,194.0459587049578,1753.3366871965322,0.13071330190110542,-1.3367766619398553,-3.849170669614561,851.7280153300721,264.4218066076276,1676.2537902327608,20.584463790444296,190.019795,1676.5381263794518,1676.0,0.2843361466909755,16.762537902327608,True,confirm-h-0002-family,test,4110318248018062193,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f81ca44a9b93d5a8eb3769207e93ccc0bff3dd179bf1f8a3df1ef38ee8037702,74.49999490914294,2.0
confirm-h-0003,confirm-h-0003-run-001,data/raw/confirm-h-0003-run-001/logs/00000001.BIN,215.479607,434.771855,10.0,100,1337.223501902969,38.61526870727539,-0.5990371150739674,-0.8007212590932367,12.222040176391602,12.219258031845094,12.201894760131836,0.006091222556547628,3.29,3.54,3.3866,0.08172172293827389,3.5883999999999996,0.03546040044895155,38.07248432159424,0.6094233689157281,37.765724182128906,37.79275703430176,37.88823890686035,39.24222526550293,0.4876360720396042,0.007642285204902056,4,0.6992,0.006928924880528009,0.719,0.0,0.045356550336874954,0.18064960151932993,0.002799106609298777,0.06784127240572879,0.0016759407129939064,0.0034758452677733525,0.48498464527244095,1.0164081592842285,0.0,4.86130739977658,0.8446090722206723,260.22640502855324,0.0,39.076845804850265,304.3032508334035,-11.393812590932367,-9.578771150739673,14.88528878173116,221.57182211553155,3218.216873990254,0.8876470131424158,3.363147032194596,3.5557283415287895,1337.199326058513,36.80107839136042,2483.645495605469,30.27365826955478,219.29224800000003,2483.966378119942,2484.0,0.3208825144729417,24.83645495605469,True,confirm-h-0003-family,test,6433711846997765290,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0e99916ac495d4af4169f620efb4f1db71cc97c4b81fdc49d0b6415ad72a2bed,38.6164343903223,2.0
confirm-h-0004,confirm-h-0004-run-001,data/raw/confirm-h-0004-run-001/logs/00000001.BIN,148.076579,293.744122,10.0,100,676.7188066368816,35.39006042480469,0.5855563864291938,-0.8106316785766422,12.239845275878906,12.23665228843689,12.220396041870117,0.005868296977049774,5.07,-1.1,5.122000000000001,0.025729360660537184,-1.0856000000000001,0.012435433245367862,36.33265575408936,0.5872809932310488,36.0079984664917,36.02934265136719,36.15789222717285,37.449608993530276,0.46553680777549744,0.007391390058863317,4,0.682435,0.008178066703078392,0.702,0.0,0.12111635849905765,0.13703844135425927,0.0038735825246548343,0.06825407686408273,0.0015854767880227882,0.0032682083537748314,0.5690670037640139,1.1780826128869153,0.0,4.787735470777094,2.1191980610275287,129.83201501819659,0.0,36.926706949869796,171.75872196806637,-13.228316785766424,6.941163864291939,14.938812562434203,223.16812077554195,1733.458477230028,0.7087760589387118,5.0672714618035775,-1.1077864958184451,676.6581646004942,324.1574023014443,1527.0275482177735,18.659884838816183,145.667543,1527.4025526636824,1527.0,0.3750044459088713,15.270275482177736,True,confirm-h-0004-family,test,676664450602682762,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,7cb4d7f0c39e436f308b9b832f3a9a82f08391dcf17a7ae58707079a77425026,35.39277250749105,2.0
confirm-h-0005,confirm-h-0005-run-001,data/raw/confirm-h-0005-run-001/logs/00000001.BIN,145.659213,306.479026,10.0,100,620.6939776914736,44.57444381713867,-0.9621739498634722,0.27243584603374926,12.246813774108887,12.243593473434448,12.226048469543457,0.006066802382991146,-1.36,5.31,-1.3518000000000001,0.012278436382536673,5.347799999999999,0.028304769916040688,35.63901348114014,0.6054827622770644,35.3126163482666,35.339561462402344,35.45688343048096,36.78478889465332,0.4577398207783699,0.007649419671784303,4,0.6762225000000001,0.00627120353281567,0.696,0.0,0.013412096891863455,0.23330582449327678,0.002715811489740438,0.06499962405842633,0.0061793422941263994,0.004015370775167665,0.5526466262223736,1.1078581300394446,0.0,5.513792625748298,0.15626567199384245,138.35606023339597,0.0,43.04962921142578,186.40568944482175,4.076158460337493,-14.96953949863472,15.514579613865338,240.70218059496597,1845.3652441903403,0.6353405155554113,-1.418021007285384,5.332612389925159,620.6515972751331,105.81006612840773,1636.4659606933594,20.016129808695222,160.81981299999998,1636.819812667809,1637.0,0.3538519744495261,16.364659606933593,True,confirm-h-0005-family,test,5306607312061805810,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0c99bd4e9898c85e3a7ec64c830695fd039ff58f23aa7e0194bd0bf459650187,44.58246785672433,2.0
confirm-h-0006,confirm-h-0006-run-001,data/raw/confirm-h-0006-run-001/logs/00000001.BIN,197.686727,415.24217,10.0,100,1124.0169383325228,49.55233383178711,-0.966051632681238,-0.2583490719819111,12.248924255371094,12.246134805679322,12.231389045715332,0.005446944254394022,1.1,3.93,1.1208,0.016654128617252757,3.9564,0.011791522378386984,35.38268306732178,0.5445641905446024,35.086984634399414,35.11247634887695,35.187012672424316,36.431219482421874,0.45373386532068255,0.006832387352476105,4,0.6734300000000001,0.005364242723814795,0.69,0.0,0.004276967843148489,0.171960344126916,0.001976201451629892,0.0719230011218623,0.005042821040260606,0.003748738301259774,0.5584235309484304,1.1753995508426511,0.0,4.111644319417375,0.0606184015198985,190.88808477366075,0.0,46.368222554524735,242.25630732818547,-3.704290719819111,-13.61691632681238,14.11177451592632,199.14217998834755,2381.021706459136,0.6276344939075919,1.0456242377705276,3.9215382334722744,1123.9624141719316,75.02891943773793,2220.5833129882812,27.1587839210429,217.555443,2220.894061712958,2221.0,0.3107487246766141,22.205833129882812,True,confirm-h-0006-family,test,9216290821915724351,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,c230304b40c4a928a378ce7e259955c0b2a3823b6075ee02461d0f91dfb005eb,49.557695070648656,2.0
confirm-h-0007,confirm-h-0007-run-001,data/raw/confirm-h-0007-run-001/logs/00000001.BIN,170.884119,343.656649,10.0,100,757.645562484716,76.17472839355469,0.9040858383552853,0.42735090603088777,12.252487182617188,12.249861965179443,12.234786033630371,0.00526639360197043,-0.83,-4.18,-0.8406999999999999,0.018289614539404614,-4.1643,0.017044353903859118,35.01225605010986,0.5257692141581927,34.74650573730469,34.769094467163086,34.84354019165039,36.080098724365236,0.44912418872118,0.006658328321308675,4,0.6706375,0.006032503108163314,0.688,0.0,0.04370796625794859,0.1604837501826043,0.0031535411425107672,0.07085353016848006,0.0049511058198550015,0.005255463622235895,0.49744472520155886,1.0604329413662406,0.0,4.124158563363082,1.0195524136791376,128.94247924402129,0.0,64.11648559570312,198.0589648397244,5.114209060308878,13.205158383552853,14.160908948484261,200.53134224726162,1926.2475527744825,0.5906420563287696,-0.8965638780680579,-4.087782908280328,757.6124538193646,244.70171690695062,1735.3849609375,21.23322549327343,172.77253000000002,1735.7314199230484,1736.0,0.3464589855484519,17.353849609375,True,confirm-h-0007-family,test,7437517461254905811,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,8f48318a880cec79950900a3c455c5d8aa9798c2e8295da516e16b3391dd03b3,76.17908461743244,2.0
confirm-h-0008,confirm-h-0008-run-001,data/raw/confirm-h-0008-run-001/logs/00000001.BIN,118.266841,223.979539,10.0,100,395.1385835369431,31.181055068969727,-0.9975061513772887,0.07057958603214905,12.210775375366211,12.207304277420043,12.189018249511719,0.006578098425522442,0.6,5.41,0.6940999999999999,0.04113623706660587,5.5769,0.1217102707251939,39.267465095520016,0.6567425342028261,38.91068172454834,38.936296463012695,39.059157371520996,40.479400634765625,0.5029092606902122,0.00829918418871283,4,0.7104325,0.00848088696717508,0.73,0.0,0.08475956602360846,0.1791221445606534,0.004333189227904915,0.06628126352301171,0.005920000112528214,0.004149925005945282,0.5663678965317513,1.1437508485832049,0.0,5.514002764951087,1.0859843130136682,88.08266319242051,0.0,34.12070337931315,127.20336657173365,0.011695860321490503,-15.551961513772888,15.551965911711026,241.86364371902175,1387.4871546911634,0.9944797012434695,0.6556481683012316,5.557674747429095,395.0846104638556,94.05932767342003,1175.3870758056642,14.335054263756247,105.71269799999999,1175.8302061525699,1176.0,0.4431303469057184,11.753870758056642,True,confirm-h-0008-family,test,423069495580055288,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0117ccaf7013af8e57b0eeb71798a88dce686afbd08db237966be08166b2ac6d,31.189283313422816,2.0
confirm-h-0009,confirm-h-0009-run-001,data/raw/confirm-h-0009-run-001/logs/00000001.BIN,158.682335,325.194037,10.0,100,538.9745662945944,102.68929290771484,0.18308142453301327,0.9830977530189776,12.21894359588623,12.216293992996215,12.198196411132812,0.00593775698336783,-4.64,-1.59,-4.768,0.10316976301223138,-1.5781,0.018904761305025795,38.367426567077636,0.5907624514471779,38.05682849884033,38.085927963256836,38.17872142791748,39.431408691406254,0.4912983274459839,0.007478276056509171,4,0.7042499999999999,0.006514790863872767,0.724,0.0,0.03566669798676185,0.1909672015723873,0.003061728962999034,0.0681847416638388,0.008121370808657958,0.009822053773801995,0.5182090032877852,1.0664742022025453,0.0,4.976330882450034,0.6784943318658414,107.28703536857365,0.0,81.79286193847656,194.0798973070502,14.598977530189774,3.4089142453301324,14.991692408097247,224.75084125900062,2068.429502242838,0.9177786063652925,-4.749211825739895,-1.5363319334789205,538.9484460971828,190.5517622333512,1797.77626953125,21.947138234537228,166.51170199999999,1798.1579790829046,1798.0,0.3817095516546942,17.9777626953125,True,confirm-h-0009-family,test,5193208787350974779,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,2eb6060d450b0f03de5dc8a9334426191542130f908a18ac842b29163cbb36aa,102.69840985570504,2.0
confirm-h-0010,confirm-h-0010-run-001,data/raw/confirm-h-0010-run-001/logs/00000001.BIN,188.082237,381.819711,10.0,100,1003.1464966772414,56.322757720947266,0.39813304839121516,-0.917327681790274,12.27163314819336,12.268880519866944,12.254974365234375,0.004987425028332161,4.55,0.2,4.4687,0.06543172013633755,0.2611,0.03205916405647533,33.11132808685303,0.4985133267570317,32.836957931518555,32.85980224609375,32.94354820251465,34.025552368164064,0.4260942366719246,0.006364615892636233,4,0.6510375,0.007202506074277209,0.669,0.0,0.09844072147256017,0.13344883590877143,0.00300794409477726,0.0710760214012987,0.002151763794645376,0.0043647368229108524,0.5737397798735517,1.1997883440770354,0.0,3.9953096726812514,2.018651411061264,167.06048805104203,0.0,50.881838480631515,222.94232653167353,-13.64197681790274,3.7202304839121516,14.140143081087441,199.943646353625,2050.5323661768225,0.3961297750311034,4.421476845949911,0.1287950323695376,1003.0945817515156,336.5382936669799,1875.5657897949218,22.973561302306546,193.737474,1875.8670583495061,1876.0,0.30126855458433965,18.755657897949217,True,confirm-h-0010-family,test,6182603371944032958,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,33697ab8137003397f38d31066822096c877a857a1886cdcb1d3ed2e32c1fcc0,56.324751039734906,2.0
