active_motor_count,battery_voltage_v,charge_crosscheck_error_mah,charge_crosscheck_passed,charge_crosscheck_tolerance_mah,crosswind_abs_m_s,current_mean_a,current_median_a,current_q25_a,current_q75_a,current_q90_a,current_std_a,current_time_charge_baseline_mah,decision_battery_sample_count,decision_window_s,disarm_boot_s,distance_home_m,ekf_wind_east_m_s,ekf_wind_east_mean_m_s,ekf_wind_east_std_m_s,ekf_wind_north_m_s,ekf_wind_north_mean_m_s,ekf_wind_north_std_m_s,headwind_m_s,horizontal_speed_mean_m_s,horizontal_speed_std_m_s,motor_output_max,motor_output_mean,motor_output_std,motor_saturation_fraction,nominal_climb_time_s,nominal_descent_time_s,nominal_horizontal_time_s,nominal_total_rtl_time_s,payload_mass_kg,pitch_abs_mean_rad,pitch_rate_std_rad_s,planned_rtl_climb_m,raw_log_path,relative_altitude_m,requested_distance_m,requested_outbound_bearing_deg,required_air_velocity_east_m_s,required_air_velocity_north_m_s,required_airspeed_m_s,required_airspeed_squared_m2_s2,roll_abs_mean_rad,roll_rate_std_rad_s,route_bearing_cos,route_bearing_sin,rtl_charge_integrated_mah,rtl_charge_mah,rtl_charge_runner_mah,rtl_duration_s,rtl_energy_wh,rtl_start_boot_s,run_id,scenario_id,throttle_mean,throttle_std,true_wind_east_m_s,true_wind_north_m_s,vertical_speed_mean_m_s,vertical_speed_std_m_s,voltage_mean_v,voltage_min_v,voltage_std_v,scenario_family_id,split,seed,ardupilot_commit,patch_hash,parameter_file_hash,scenario_fingerprint,requested_decision_altitude_m,sitl_speedup
4,12.297918319702148,0.3330118621354359,True,10.71970964050293,0.26560243096406766,30.398484344482423,30.207340240478516,30.20718288421631,30.25434398651123,31.104983139038087,0.39268643963758637,1001.3681011849818,100,10.0,254.674756,385.74434528492174,1.65,1.5965,0.033834154341434296,-2.12,-1.9227,0.13557178910083026,2.4849633576103245,0.5859532923961541,1.2140420693014278,0.638,0.62349,0.004126124089263437,0.0,0.0,62.259307861328125,51.32966925391604,118.58897711524416,0.14041212736891975,0.124521607679188,0.08321609237571896,0.0,data/raw/pipeline-0001-run-001/logs/00000001.BIN,73.38896179199219,385.6899420166283,146.40032693671162,-7.130919595070266,10.251577460120439,12.487788222587959,155.94485469220652,0.0076437974849089515,0.003294698406969654,0.8328877460120437,-0.5534419595070267,1072.3039759124285,1071.970964050293,1072.0,127.41817900000001,13.180810584342398,127.256577,pipeline-0001-run-001,pipeline-0001,0.3911440572142601,0.0050301119901455206,1.585021075406152,-2.0981255087235824,0.008266153387667145,0.010442882420178805,12.295998497009277,12.283914566040039,0.003929470177114838,pipeline-0001-family,train,8888875502227643192,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,7d09709a8b9d84d82d4b2291ca07362199eb956ce1ab5fa77785995409f848f6,73.39610246548776,1.0
4,12.30508041381836,0.30396403253917015,True,13.040767944335938,1.4756883534820344,29.634781074523925,29.49142837524414,29.4910945892334,29.51539945602417,30.208488845825197,0.3002359035313542,1174.9664964458775,100,10.0,325.547229,942.9097987162161,-1.33,-1.2914,0.01463010594630129,-0.64,-0.7373999999999999,0.06632676684416329,0.18389291285278653,0.5396869852273103,1.1276342988622465,0.626,0.6145075,0.003392630800720883,0.0,0.0,41.676205952962235,96.05740751858967,142.7336134715519,0.07151755508119989,0.05201607291940312,0.09406438040913793,0.0,data/raw/pipeline-0002-run-001/logs/00000001.BIN,42.51430892944336,942.8454805123691,323.1710032943274,7.285830261458258,-7.2667742759958385,10.290254174560303,105.88933097705575,0.03813842980932943,0.0019706826867899284,-0.8004174275995838,0.5994430261458258,1304.3807584661329,1304.0767944335937,1304.0,153.487747,16.030425264620245,172.059482,pipeline-0002-run-001,pipeline-0002,0.38180046498775483,0.0038040496923962617,-1.3644344640970032,-0.32340066679948437,0.0009136223473615246,0.004637525365007584,12.303667678833008,12.294595718383789,0.002993677785900551,pipeline-0002-family,train,9042150291633123285,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,15766309a5831d84ce6c47fc557d6a91095b0d1681a4ba77fb9825f8d949de3f,42.512321203772444,1.0
4,12.283308982849121,0.31536733190159794,True,15.445511108398437,0.8358776229612844,31.811538581848144,31.692434310913086,31.66813611984253,31.71643877029419,32.31059608459473,0.30345744610912856,1471.424292607057,100,10.0,347.059454,674.250904705027,0.55,0.6133,0.04941770937629545,-0.76,-0.7306999999999999,0.016688618876348052,0.45974773455950013,0.5031061096891931,1.0592478328303094,0.653,0.63948,0.003203841444266557,0.0,0.0,90.84158833821614,70.6743266262986,166.51591496451474,0.29470348392104456,0.0531400016135687,0.0920874306268463,0.0,data/raw/pipeline-0003-run-001/logs/00000001.BIN,116.26238250732422,674.196645090646,201.18239414229612,2.9997883403725716,10.055162056583413,10.493093636825604,110.10501407118997,0.01977800576208387,0.0025344250867985574,0.9324462056583412,0.3613088340372571,1544.8664781717453,1544.5511108398437,1544.0,175.202391,18.96825659033139,171.857063,pipeline-0003-run-001,pipeline-0003,0.4089282163977623,0.0038487825515142026,0.44581412826786504,-0.7949620126482653,0.008201534185791387,0.007968767545112559,12.28188570022583,12.271687507629395,0.002998684902801555,pipeline-0003-family,train,4880747695699165707,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,72a59a8d0e35ee53d0c585323cc5a45142c31262c79daabc876c0bd5445a39fc,116.26489298551705,1.0
4,12.300177574157715,0.26006674280779407,True,20.273917999267578,2.5612804878955093,30.20376407623291,29.98591136932373,29.98439073562622,30.05747127532959,31.00759792327881,0.42510065910329087,2060.6849777836305,100,10.0,438.946851,1180.574216153191,-0.7,-0.8195,0.09165560539323277,4.18,4.019,0.10891739989551714,3.203714018498802,0.5592325221634168,1.1856802528418724,0.642,0.62178,0.006823972450120243,0.0,0.0,66.90522257486978,173.7087314110375,245.61395398590727,0.10857716999642658,0.11345707597426478,0.07551268282204289,0.0,data/raw/pipeline-0004-run-001/logs/00000001.BIN,80.35783386230469,1180.5094543256478,27.117863322208187,-3.7384941874156765,-12.919825185761425,13.449840951475078,180.89822161997603,0.11064131835446726,0.0027382628004619233,-0.8900825185761425,-0.45579941874156765,2027.6518666695656,2027.3917999267578,2028.0,229.50982599999998,24.895749076172926,209.437025,pipeline-0004-run-001,pipeline-0004,0.38924079298973085,0.005471703323841275,-0.5244610751980114,4.021939332889239,0.0024789575465365486,0.00546163788114853,12.29794734954834,12.28572940826416,0.004267006803686562,pipeline-0004-family,train,6243199007338644196,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,83d3660df0280d9b3ad290d2ef77c2ee6b0b23ac439125b5d76d5df9f4d095a5,80.3575481870578,1.0
4,12.27285385131836,0.3037569284642814,True,19.581971130371095,1.2065865513500715,32.80863265991211,32.724111557006836,32.69925117492676,32.7489013671875,33.2233154296875,0.22202611367477912,1680.340096318773,100,10.0,447.791645,1494.7009213864078,1.64,1.6360999999999999,0.004877499359302884,-0.62,-0.6636,0.03465602400737856,-1.2889286497324592,0.6124562046280354,1.2211801364575101,0.657,0.647585,0.0024120064261937634,0.0,0.0,46.9749018351237,132.40414283438946,184.37904466951318,0.3981110338875489,0.048374116632507846,0.0969935579739941,0.0,data/raw/pipeline-0005-run-001/logs/00000001.BIN,50.46235275268555,1494.6407401147758,248.96812199125284,7.697654783572093,4.252614020611378,8.794237611945153,77.33861517535078,0.03058505762246631,0.002136835963253247,0.3589014020611378,0.9333754783572094,1958.5008699655737,1958.1971130371094,1958.0,213.129714,24.023255913272347,234.661931,pipeline-0005-run-001,pipeline-0005,0.42135189890861513,0.0027882473914058736,1.5703757522061508,-0.5522238430772877,0.0026776521155261433,0.005584596537425008,12.271912641525269,12.264627456665039,0.002228155567353532,pipeline-0005-family,train,2491708377036619852,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,8cc7fb43eebe9ba55540718e4fff45c74b19b7858033b5659c0893cc908a8ac8,50.45976779952977,1.0
4,12.300686836242676,0.28786895117536915,True,16.044671783447267,0.15727010795266755,30.02715883255005,29.93358612060547,29.93319082260132,29.957626342773438,30.396067428588868,0.22320611192912865,1383.6203391173767,100,10.0,398.054048,1191.1505475716206,1.11,1.1819,0.043856470446218085,0.31,0.2862,0.021898858417734923,-1.2058458289286225,0.6306418659377024,1.2482907589893666,0.63,0.619255,0.0024124624349407,0.0,0.0,54.58702087402344,106.2972457194251,165.88426659344856,0.11779784628042962,0.04371953435158009,0.09892652069200925,0.0,data/raw/pipeline-0006-run-001/logs/00000001.BIN,61.880531311035156,1191.0881516899576,263.8194009505751,8.75995710555131,0.7905902733582453,8.795560327314432,77.36188147142755,0.0024891701348836027,0.002099265064019861,0.10767902733582452,0.994185710555131,1604.755047295902,1604.4671783447266,1606.0,190.41713600000003,19.727688847364597,207.636912,pipeline-0006-run-001,pipeline-0006,0.38664471477270124,0.0028067108815408135,0.8203387926191544,0.22239042714466506,0.0016109318718918076,0.004489212893104655,12.29971724510193,12.292335510253906,0.0022333295603804105,pipeline-0006-family,train,721814273230682241,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,c70241e44c306f752057542280a142abcb52f3bbb00d21fad9069cb84ed60f86,61.88226426380045,1.0
4,12.257649421691895,0.3901318565735892,True,10.97440753173828,3.205351685607432,34.44125251770019,34.24575233459473,34.242262840270996,34.29464340209961,35.16401901245117,0.4170558372853078,1080.9663901584952,100,10.0,237.401668,322.3123346333103,-1.49,-1.4783,0.016189811611010192,-3.74,-3.8244,0.06736942926877149,2.5567805579622185,0.5692040734554117,1.1895493584213734,0.684,0.6649525,0.005691681978993561,0.0,0.0,64.68608093261719,43.3028123305026,112.98889326311979,0.5404169318995196,0.0876248645150177,0.08253782546590305,0.0,data/raw/pipeline-0007-run-001/logs/00000001.BIN,77.02912139892578,322.2487862035366,252.5603287599171,11.01839167750176,6.822174305190704,12.959437387836108,167.94701740924435,0.11590590646318688,0.004724976267181826,0.29977743051907046,0.9540091677501762,1097.8308850304015,1097.440753173828,1097.0,115.142258,13.44843735066339,122.25941,pipeline-0007-run-001,pipeline-0007,0.44167271912097933,0.005281882245268637,-1.4051743116333668,-3.721101501129773,0.00623759061738383,0.013474314356324358,12.255596380233765,12.24227237701416,0.004166340307467374,pipeline-0007-family,train,4573047340167085551,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,b95fc104c15f8d907150b642a00b3325e690871283c7844dd8841a3205a0fe93,77.03051829738729,1.0
4,12.306577682495117,0.2999072475026878,True,13.231202140366737,0.6679306269483242,29.453023471832275,29.358899116516113,29.335281372070312,29.382684230804443,29.883172035217285,0.23653804107460283,1146.1546480195382,100,10.0,336.684439,975.4920511344851,-0.88,-0.9464,0.04332481967648566,-0.44,-0.502,0.03271085446759227,-0.8375832123344037,0.6356299037556123,1.256006042750219,0.623,0.61275,0.0026148613729985786,0.0,0.0,45.082697550455734,90.01010945173313,140.09280700218886,0.057905809086077925,0.03976774801981981,0.09764081223415329,0.0,data/raw/pipeline-0008-run-001/logs/00000001.BIN,47.624046325683594,975.4261645165244,23.487540724719125,-3.0389337948443345,-8.669538286660076,9.186730251472062,84.39601271331193,0.015158013595273525,0.002050948925445604,-0.9171538286660077,-0.39853337948443346,1323.4201212841763,1323.1202140366736,1324.0,159.247109,16.27380115261531,177.43733,pipeline-0008-run-001,pipeline-0008,0.379414002597332,0.0030413114183317842,-0.6151998643910254,-0.1685068338688563,0.0009064449674770003,0.004451283297669965,12.305477151870727,12.297926902770996,0.002369715082285608,pipeline-0008-family,validation,3910366730689662464,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,9f5f159cbd6eeaaf08f2e816b29fa3ba4fd7a7d80ef7a9a445ff6364a39f2b38,47.623851468577215,1.0
4,12.223097801208496,0.31097075640809635,True,26.465785688920455,4.5501424047801216,37.96341320037842,37.694515228271484,37.69307804107666,37.753801345825195,38.97182998657227,0.5372323910510212,2944.194279503944,100,10.0,466.834025,1418.180617045691,5.56,5.6589,0.05806711633962899,-0.46,-0.418,0.029291637031753623,3.39029162554223,0.531017312526491,1.153144006131804,0.728,0.6995174999999999,0.007255666320194169,0.0,0.0,59.63223775227865,214.56024028624893,279.19247803852755,0.8709557960997698,0.08036422016042283,0.07748617973505628,0.0,data/raw/pipeline-0009-run-001/logs/00000001.BIN,69.44835662841797,1418.1067912677597,40.91504393428134,-12.208177546204432,-7.138914954052511,14.142266640140987,200.00370572084464,0.19074743635410096,0.0036955412242269314,-0.7556914954052512,-0.6549277546204431,2646.8895396484536,2646.5785688920455,2647.0,237.400002,32.27636291740238,229.434023,pipeline-0009-run-001,pipeline-0009,0.48781090438365937,0.00677973076686016,5.7156473033860555,-0.6981005814541866,0.0018202063479043319,0.004025097885827269,12.22034610748291,12.20476245880127,0.0053871674358896915,pipeline-0009-family,train,3941006090234496193,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,755353fc123b578b4e39b507c464bd7c394f97e6948984bde765a9db615f87e7,69.44960943481064,1.0
4,12.235773086547852,0.39731024457182684,True,13.157247085571289,0.13330170142503545,36.51899997711182,36.42669677734375,36.40095329284668,36.452393531799316,36.94764518737793,0.3106992295615568,1240.5395689961608,100,10.0,265.332158,295.86493789902613,0.01,0.0435,0.030475399915341553,-0.21,-0.2966,0.05641311904158464,0.26850412733734785,0.5690520961608935,1.1686331177217353,0.7,0.6863975000000001,0.003068304702926326,0.0,0.0,86.88810729980469,30.402822111876823,122.2909294116815,0.773148687989035,0.03911447912614061,0.09315139448437972,0.0,data/raw/pipeline-0010-run-001/logs/00000001.BIN,110.33216094970703,295.80743418222346,198.06412414983228,3.056452595320729,9.803981022487966,10.269369326143986,105.45994635674698,0.004767751744502862,0.0032903355341031247,0.9507381022487965,0.30999525953207285,1316.1220188017007,1315.724708557129,1317.0,133.494914,16.108710688279984,131.837244,pipeline-0010-run-001,pipeline-0010,0.46816646337509155,0.0039045620596258337,0.09225100205040297,0.028922300718031948,0.012110711298882961,0.021200726214497558,12.234823551177978,12.223243713378906,0.0030875502469911243,pipeline-0010-family,train,6741126443553634680,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,554ca8ba411284ddecd748405a36f64a529b868ce036c5194596129ccd24bab1,110.32960213636393,1.0
