run_id,split,middle_route_duration_s,middle_route_ground_speed_m_s,median_radial_ground_speed_m_s,median_target_ground_speed_m_s,median_lean_deg,lean_near_30deg_fraction,median_altitude_delta_m,n_middle_position_samples
confirm-h-0001-run-001,test,21.114462261013983,7.693171249560639,7.716378709416825,10.523818149141391,29.993356725281703,1.0,-0.01555633544921875,211
confirm-h-0002-run-001,test,66.36584647767876,7.700622486859715,7.720762846819718,10.525447702770562,29.990250661164765,1.0,-0.00759124755859375,664
confirm-h-0003-run-001,test,98.12205762499025,8.176898452417275,8.179983095264443,10.501553686775534,30.000751560321458,1.0,-0.00562286376953125,981
confirm-h-0004-run-001,test,55.45891571095663,7.321298636603387,7.320120177772245,10.507680083616446,30.00448802920903,1.0,-0.001789093017578125,554
confirm-h-0005-run-001,test,61.081919477772544,6.0969987485479225,6.120536204361714,10.525244476553812,29.996357630247356,1.0,-0.00589752197265625,611
confirm-h-0006-run-001,test,93.03571955511623,7.2489380017099725,7.264093901106203,10.516231852905172,29.99411206955089,1.0,-0.00305938720703125,931
confirm-h-0007-run-001,test,55.28050361780191,8.223285023482301,8.230688877415576,10.50584309136393,29.99422714605578,1.0,-0.00632476806640625,553
confirm-h-0008-run-001,test,32.99160870819273,7.186165191856545,7.210986684343806,10.531207165988473,29.991651892356018,1.0,-0.015977859497070312,330
confirm-h-0009-run-001,test,40.839124599548484,7.918503223262821,7.926302072290564,10.505253936695615,29.9944392242433,1.0,-0.012622833251953125,408
confirm-h-0010-run-001,test,75.8437230066848,7.93589599963724,7.93745733365663,10.50630430765434,30.003754947818177,1.0,-0.004035949707038355,759
confirm-h-0011-run-001,test,112.02635232950689,7.634461026007815,7.628585192500657,10.487903317301184,30.010644694942112,1.0,-0.0075836181640625,1121
confirm-h-0012-run-001,test,20.588188849697957,6.413631816764284,6.43546190311612,10.514778887693149,29.98784673014151,1.0,-0.0069427490234375,205
confirm-h-0013-run-001,test,85.42467338617044,5.674514511645127,5.667346193430007,10.500483284985318,30.008265334711155,1.0,-0.004356384277336645,854
confirm-h-0014-run-001,test,114.1405919750465,6.731481629780403,6.731373933673117,10.499226057337907,30.00276080536158,1.0,-0.015106201171875,1142
confirm-h-0015-run-001,test,24.450389197224382,7.272351240163557,7.273782252655988,10.509161986041834,30.002146346343153,1.0,-0.006187438964857961,245
confirm-h-0016-run-001,test,110.18953607230054,5.897292750965955,5.895013083734195,10.5059463395554,30.006755624222492,1.0,-0.0053081512451171875,1102
confirm-h-0017-run-001,test,112.16322680338936,8.019193656492313,8.014377788114441,10.49890293457874,30.0061991008448,1.0,-0.0056705474853515625,1122
confirm-h-0018-run-001,test,78.40881430889857,6.035648339564045,6.053059958540892,10.540140000469865,29.990210483280812,1.0,-0.00662994384765625,784
confirm-h-0019-run-001,test,98.94316187385454,7.215696816380251,7.2158199241474605,10.515195713164614,30.000902774478202,1.0,-0.006004333496107961,989
confirm-h-0020-run-001,test,75.67269860241117,5.526343852072349,5.521704895195462,10.50899158308809,30.005010305492412,1.0,-0.002437591552734375,756
confirm-h-0021-run-001,test,43.893460764340944,7.50237600572082,7.530408168916848,10.52703620040655,29.989258945549928,1.0,-0.007415771484375,439
confirm-h-0022-run-001,test,42.19195462916443,6.50584026138957,6.530238042076501,10.529604304218187,29.994300704550238,1.0,-0.006500244140610789,422
confirm-h-0023-run-001,test,135.37841370939412,6.0732810033753415,6.076778002406921,10.505050446495638,29.99701098220087,1.0,-0.003517150878920461,1353
confirm-h-0024-run-001,test,70.77226669677958,8.704372037179242,8.706864300717655,10.509647145541184,30.00118035543553,1.0,-0.016284942626953125,708
confirm-h-0025-run-001,test,114.56119130901433,6.445069473008167,6.439753797008972,10.498736646461065,29.994350833119718,1.0,-0.015310287475585938,1146
confirm-h-0026-run-001,test,37.45281330693521,7.8174570648158355,7.83871187841612,10.526877246274717,29.99034912377171,1.0,-0.00915527343748579,375
confirm-h-0027-run-001,test,38.640119742359104,5.332672261371427,5.353249631762645,10.545103308570638,29.9915376517461,1.0,-0.0165557861328125,387
confirm-h-0028-run-001,test,96.61597944101388,5.865117016543569,5.880356871636648,10.530557122817243,29.993615279471562,1.0,-0.0071258544921875,966
confirm-h-0029-run-001,test,94.99687098505086,8.351429419458071,8.349730639623283,10.499785429070478,30.00002193328268,1.0,-0.00482940673828125,950
confirm-h-0030-run-001,test,62.246581590746814,8.973130211495976,8.979214971666114,10.510937629721347,29.999903031644063,1.0,-0.01389312744140625,622
confirm-g-0001-run-001,test,18.800519469644257,9.98491944591412,10.00655859917872,10.015720427833637,24.171543016983335,0.0,-0.00885009765625,188
confirm-g-0002-run-001,test,52.95883404858262,10.001308922151724,10.017760635262782,10.016143420265287,24.46688302427185,0.0,-0.007801055908203125,530
confirm-g-0003-run-001,test,32.951212729846844,9.9959657852656,10.012963529477716,10.015982479464277,27.75465727143923,0.0,-0.0092010498046875,330
confirm-g-0004-run-001,test,55.16195689349078,10.001889439425872,10.007644163673975,10.008078935965152,29.774563025921267,1.0,-0.0046844482421875,552
confirm-g-0005-run-001,test,64.66733894998205,10.004000163343923,10.019396454485886,10.02047618598756,20.04887625444376,0.0,-0.005752563476548289,647
confirm-g-0006-run-001,test,79.34597505988887,9.19998872778824,9.213924459460358,10.513596530293448,29.992127535848766,1.0,-0.01653289794921875,794
confirm-g-0007-run-001,test,58.88555303298395,10.002641936031178,10.014049867300956,10.013781600003963,24.55393951719322,0.0,-0.00290679931640625,589
confirm-g-0008-run-001,test,78.19849950167153,7.370614493654582,7.373553731609702,10.504637880387932,30.001944585647557,1.0,-0.0013027191162109375,782
confirm-g-0009-run-001,test,77.91100706393516,9.12178274715279,9.140157437573366,10.514596498450116,29.994091509820485,1.0,-0.00830078125,779
confirm-g-0010-run-001,test,89.49041553516429,10.008621278631693,10.00284596926113,10.001291996408158,27.459769589030465,0.0,-0.00638580322265625,895
confirm-g-0011-run-001,test,32.20636340254407,9.997805198701448,10.012230323549673,10.01223894129176,27.76826948172613,0.0,-0.01943206787109375,322
confirm-g-0012-run-001,test,95.70520748563655,8.882734972647695,8.883594293514623,10.49643272014626,30.004288735401715,1.0,-0.0116119384765625,957
confirm-g-0013-run-001,test,82.16809872532482,10.007593459138,10.013260641841129,10.012372533173195,24.61176934789034,0.0,-0.005458831787109375,822
confirm-g-0014-run-001,test,136.9166830861957,5.803765070590883,5.8026575540152,10.529301940398216,29.999969736164886,1.0,-0.00470733642578125,1369
confirm-g-0015-run-001,test,48.005278621233685,9.999069506141275,10.016182220482989,10.015821453652993,28.272944651800216,0.0,-0.007221221923813914,480
confirm-g-0016-run-001,test,80.4034623996206,10.007726360500783,10.014623707986257,10.01298528660741,24.38795369853451,0.0,-0.0007505416870117188,804
confirm-g-0017-run-001,test,20.24779406807454,7.94674546762584,7.960160102811752,10.525736516664267,30.002461990515155,1.0,-0.01520538330076704,202
confirm-g-0018-run-001,test,74.5645073587014,10.00623305367404,10.010358283876716,10.009154503243412,19.872724196913694,0.0,-0.0171051025390625,746
confirm-g-0019-run-001,test,28.717338351281484,9.996469696248736,10.013495868253553,10.014607742615375,27.284591741471893,0.0,-0.007541656494140625,288
confirm-g-0020-run-001,test,37.72626875843304,9.998399094515088,10.013777120401874,10.01389078529332,28.969029981876815,0.0,-0.01223373413086648,377
confirm-g-0021-run-001,test,76.94745568664246,8.666535087105933,8.685718062621584,10.52223749518414,29.99117491607955,1.0,-0.01202392578125,769
confirm-g-0022-run-001,test,84.58636706238391,7.354694421085627,7.355074512758709,10.502702501811306,30.0027795909931,1.0,-0.008533477783203125,846
confirm-g-0023-run-001,test,25.278676061705625,9.995498857275884,10.02052443563459,10.02509128534406,20.217689171712667,0.0,-0.0064544677734375,253
confirm-g-0024-run-001,test,38.064844188576586,9.998814892389904,10.01259863160299,10.012135360788431,26.548403841475125,0.0,-0.02088165283203125,381
confirm-g-0025-run-001,test,21.67978245453071,9.990442249085156,10.01058107647567,10.017658533973783,20.596363103821737,0.0,-0.004093170166015625,217
confirm-g-0026-run-001,test,44.41823558991118,9.998596745081608,10.011673770325718,10.010935766934926,26.72001703465661,0.0,-0.004486083984375,444
confirm-g-0027-run-001,test,43.01995421491185,9.998202103398727,10.000862796072756,9.99977859111785,16.285178353398855,0.0,-0.005046844482421875,430
confirm-g-0028-run-001,test,77.54967286260003,6.494555969055767,6.513244636553308,10.566636873204633,29.988811554217406,1.0,-0.003208160400390625,776
confirm-g-0029-run-001,test,12.657228584376114,9.980074326537043,10.013686110488853,10.031023274118413,8.813593414356808,0.0,-0.013706207275390625,127
confirm-g-0030-run-001,test,24.440999018032358,9.991100658570918,10.01188760467374,10.014726854634471,25.0488241169925,0.0,-0.00931549072264204,245
