scenario_id,run_id,scenario_family_id,seed,split,status,failure_reason,ardupilot_commit,patch_hash,parameter_file_hash,scenario_fingerprint,distance_m,bearing_deg,decision_altitude_m,wind_speed_m_s,wind_direction_deg,payload_mass_kg,turbulence_m_s,observation_window_s,started_unix_s,ended_unix_s,raw_log_path
pipeline-0001,pipeline-0001-run-001,pipeline-0001-family,8888875502227643192,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,7d09709a8b9d84d82d4b2291ca07362199eb956ce1ab5fa77785995409f848f6,385.6899420166283,146.40032693671162,73.39610246548776,2.629528942574747,322.93091322508064,0.14041212736891975,0.0,10.0,2026-09-22T13:58:56.505672+00:00,2026-09-22T14:03:14.749475+00:00,data/raw/pipeline-0001-run-001/logs/00000001.BIN
pipeline-0002,pipeline-0002-run-001,pipeline-0002-family,9042150291633123285,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,15766309a5831d84ce6c47fc557d6a91095b0d1681a4ba77fb9825f8d949de3f,942.8454805123691,323.1710032943274,42.512321203772444,1.4022372830951355,76.66572206071132,0.07151755508119989,0.0,10.0,2026-09-22T15:57:56.136720+00:00,2026-09-22T16:03:25.180351+00:00,data/raw/pipeline-0002-run-001/logs/00000001.BIN
pipeline-0003,pipeline-0003-run-001,pipeline-0003-family,4880747695699165707,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,72a59a8d0e35ee53d0c585323cc5a45142c31262c79daabc876c0bd5445a39fc,674.196645090646,201.18239414229612,116.26489298551705,0.9114355920837287,330.71632283345497,0.29470348392104456,0.0,10.0,2026-09-22T16:03:25.189055+00:00,2026-09-22T16:09:16.149673+00:00,data/raw/pipeline-0003-run-001/logs/00000001.BIN
pipeline-0004,pipeline-0004-run-001,pipeline-0004-family,6243199007338644196,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,83d3660df0280d9b3ad290d2ef77c2ee6b0b23ac439125b5d76d5df9f4d095a5,1180.5094543256478,27.117863322208187,80.3575481870578,4.055990066166261,172.5705489877582,0.10857716999642658,0.0,10.0,2026-09-22T16:09:16.155987+00:00,2026-09-22T16:16:38.492214+00:00,data/raw/pipeline-0004-run-001/logs/00000001.BIN
pipeline-0005,pipeline-0005-run-001,pipeline-0005-family,2491708377036619852,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,8cc7fb43eebe9ba55540718e4fff45c74b19b7858033b5659c0893cc908a8ac8,1494.6407401147758,248.96812199125284,50.45976779952977,1.6646414556835003,289.3742631017414,0.3981110338875489,0.0,10.0,2026-09-22T16:16:38.500656+00:00,2026-09-22T16:24:09.836607+00:00,data/raw/pipeline-0005-run-001/logs/00000001.BIN
pipeline-0006,pipeline-0006-run-001,pipeline-0006-family,721814273230682241,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,c70241e44c306f752057542280a142abcb52f3bbb00d21fad9069cb84ed60f86,1191.0881516899576,263.8194009505751,61.88226426380045,0.8499489612685215,254.83192064462946,0.11779784628042962,0.0,10.0,2026-09-22T17:03:37.005795+00:00,2026-09-22T17:10:17.091863+00:00,data/raw/pipeline-0006-run-001/logs/00000001.BIN
pipeline-0007,pipeline-0007-run-001,pipeline-0007-family,4573047340167085551,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,b95fc104c15f8d907150b642a00b3325e690871283c7844dd8841a3205a0fe93,322.2487862035366,252.5603287599171,77.03051829738729,3.977576049277318,20.68770055324021,0.5404169318995196,0.0,10.0,2026-09-22T17:03:37.006120+00:00,2026-09-22T17:07:36.058242+00:00,data/raw/pipeline-0007-run-001/logs/00000001.BIN
pipeline-0008,pipeline-0008-run-001,pipeline-0008-family,3910366730689662464,validation,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,9f5f159cbd6eeaaf08f2e816b29fa3ba4fd7a7d80ef7a9a445ff6364a39f2b38,975.4261645165244,23.487540724719125,47.623851468577215,0.6378600365340678,74.68204828303297,0.057905809086077925,0.0,10.0,2026-09-22T16:27:47.547921+00:00,2026-09-22T16:33:28.284145+00:00,data/raw/pipeline-0008-run-001/logs/00000001.BIN
pipeline-0009,pipeline-0009-run-001,pipeline-0009-family,3941006090234496193,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,755353fc123b578b4e39b507c464bd7c394f97e6948984bde765a9db615f87e7,1418.1067912677597,40.91504393428134,69.44960943481064,5.758121961067772,276.96353030062744,0.8709557960997698,0.0,10.0,2026-09-22T16:54:33.244174+00:00,2026-09-22T17:02:21.678636+00:00,data/raw/pipeline-0009-run-001/logs/00000001.BIN
pipeline-0010,pipeline-0010-run-001,pipeline-0010-family,6741126443553634680,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,554ca8ba411284ddecd748405a36f64a529b868ce036c5194596129ccd24bab1,295.80743418222346,198.06412414983228,110.32960213636393,0.09667857496947152,252.59288059275903,0.773148687989035,0.0,10.0,2026-09-22T16:54:33.244564+00:00,2026-09-22T16:59:00.219837+00:00,data/raw/pipeline-0010-run-001/logs/00000001.BIN
