scenario_id,run_id,scenario_family_id,seed,split,status,failure_reason,ardupilot_commit,patch_hash,parameter_file_hash,scenario_fingerprint,distance_m,bearing_deg,decision_altitude_m,wind_speed_m_s,wind_direction_deg,payload_mass_kg,turbulence_m_s,observation_window_s,started_unix_s,ended_unix_s,raw_log_path
train-h-0001,train-h-0001-run-001,train-h-0001-family,6510935715788361982,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,5ae8dc6b20f1c57972aa618099633e7208ea495ec4dfbecd7bec4d6b277c3ce0,629.4504354787418,79.1360178469352,72.75576787232927,4.169188597302084,268.13550864094947,0.7541090659092166,0.0,10.0,2026-09-23T23:22:18.023017+00:00,2026-09-23T23:24:56.871043+00:00,data/raw/train-h-0001-run-001/logs/00000001.BIN
train-h-0002,train-h-0002-run-001,train-h-0002-family,8127236741807644243,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,1565e57471ab25844a70e65c320bf48b308e80430a96da503976ff8860b8b967,207.71846304029046,137.78175264577,84.62730495133675,5.852622615321668,299.6848721385063,0.5001672033858946,0.0,10.0,2026-09-23T23:22:18.030083+00:00,2026-09-23T23:24:19.673493+00:00,data/raw/train-h-0002-run-001/logs/00000001.BIN
train-h-0003,train-h-0003-run-001,train-h-0003-family,8268239186442111237,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0d52db9692b755dd41ffbc448d3bd43097d03bf6e35ffea95c73043ab5891e32,586.4963429128203,193.90440884459838,113.46677964601514,5.986341636213441,9.497425593906371,0.28892265817024354,0.0,10.0,2026-09-23T23:24:19.676484+00:00,2026-09-23T23:27:31.472668+00:00,data/raw/train-h-0003-run-001/logs/00000001.BIN
train-h-0004,train-h-0004-run-001,train-h-0004-family,2572453497837766635,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,dc1d51e9eff2c02831b00647d41091fe07d4066a505e46f99edd0d9d0c3fb27f,765.1986956868933,326.2658661909797,58.66510045073025,5.23576740067724,146.63111676751436,0.36917473332205347,0.0,10.0,2026-09-23T23:24:56.875471+00:00,2026-09-23T23:28:02.727416+00:00,data/raw/train-h-0004-run-001/logs/00000001.BIN
train-h-0005,train-h-0005-run-001,train-h-0005-family,5421164048123008038,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,db614104a722f6713e02c1cd6f0eb9062b753f008ff95d14e3b2c22595157acc,605.0403740243769,333.3195132962238,71.07084407437075,4.8042649979085565,174.4076470001038,0.9922402275222726,0.0,10.0,2026-09-23T23:27:31.475612+00:00,2026-09-23T23:30:04.125221+00:00,data/raw/train-h-0005-run-001/logs/00000001.BIN
train-h-0006,train-h-0006-run-001,train-h-0006-family,2510062083109858353,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,9ee7205c4375db31d12fda3ac384a85e0938af3f176464ddf1380315f5d12149,342.7375266250186,40.2097126162519,51.24055524383637,5.337203449825264,226.12750126868514,0.9340763934330966,0.0,10.0,2026-09-23T23:28:02.730372+00:00,2026-09-23T23:29:59.092400+00:00,data/raw/train-h-0006-run-001/logs/00000001.BIN
train-h-0007,train-h-0007-run-001,train-h-0007-family,5693932501606275310,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,ec81495e2275319665cfb22d471f33e7ab5f02da53692025f1d68fff4a9826fb,1194.2334741417187,211.85340860785496,35.831912378664214,5.299531602604412,58.317774446834676,0.9667422686713202,0.0,10.0,2026-09-23T23:29:59.095382+00:00,2026-09-23T23:33:24.692371+00:00,data/raw/train-h-0007-run-001/logs/00000001.BIN
train-h-0008,train-h-0008-run-001,train-h-0008-family,7096774413085631168,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,ba730de48e15def00a92174a537d7b00a421733ceb6c5afb7c468f2a6dc23955,1243.500088374628,347.4007887137267,48.56960051039658,4.364946464060018,183.01244421198555,0.06036207570974924,0.0,10.0,2026-09-23T23:30:04.128436+00:00,2026-09-23T23:33:47.313827+00:00,data/raw/train-h-0008-run-001/logs/00000001.BIN
train-h-0009,train-h-0009-run-001,train-h-0009-family,3661219812656008004,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,e459c97fec8712c543d2cb2299346177a17588c1cfec9ab577192ace7d5d1673,1018.5160466038019,178.6664013434793,105.7833118140455,4.237649636763367,5.683670956241087,0.46723144307583614,0.0,10.0,2026-09-23T23:33:24.695314+00:00,2026-09-23T23:37:09.486095+00:00,data/raw/train-h-0009-run-001/logs/00000001.BIN
train-h-0010,train-h-0010-run-001,train-h-0010-family,8778476295193190868,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f7c9067922f3ad5708cee9389c1d1ba775ed18328f5a6bd17f853b9cb7ace9e1,995.5959949434563,352.9952695516709,66.35971317447024,5.69709131772124,157.24405869924908,0.38315448916937017,0.0,10.0,2026-09-23T23:33:47.317012+00:00,2026-09-23T23:37:28.446519+00:00,data/raw/train-h-0010-run-001/logs/00000001.BIN
train-h-0011,train-h-0011-run-001,train-h-0011-family,4242641582660694755,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f9c5709b9a2390b9e639f8b1f7393c23274f35ca0e909e09e7f8fd42ca180d86,850.8369453099912,258.7992345739089,106.87105756419987,5.583962722001022,96.43636039247974,0.5920829652052191,0.0,10.0,2026-09-23T23:37:09.489567+00:00,2026-09-23T23:49:35.974953+00:00,data/raw/train-h-0011-run-001/logs/00000001.BIN
train-h-0012,train-h-0012-run-001,train-h-0012-family,5733191753743371517,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,916783b2692177922029825e3fbb1594708a3eaaf3692a892f21b22d0a94819b,824.103745502675,203.0407108207102,83.60439133234996,4.037314349189971,353.2170311081646,0.572092734410613,0.0,10.0,2026-09-23T23:37:28.451640+00:00,2026-09-23T23:49:21.490461+00:00,data/raw/train-h-0012-run-001/logs/00000001.BIN
train-h-0013,train-h-0013-run-001,train-h-0013-family,1195445472787466067,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,acb93a56d5dbacce80e48f2210b1f4849ca43dd07a670fb340ae97df971fdddb,495.03269670131,301.8030312087527,52.98624092795767,4.31383848737206,97.14355021762088,0.8460032390132781,0.0,10.0,2026-09-23T23:49:21.492641+00:00,2026-09-23T23:51:31.248599+00:00,data/raw/train-h-0013-run-001/logs/00000001.BIN
train-h-0014,train-h-0014-run-001,train-h-0014-family,6032379760273144186,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,450c1bc9ec8a106163a09c78e961b2fa7a35090d5456697902a806259ae0274a,728.2658368833819,47.0349931347971,43.76054347339298,5.813993434282962,213.87232754474195,0.2152996687357795,0.0,10.0,2026-09-23T23:49:35.976903+00:00,2026-09-23T23:52:35.112384+00:00,data/raw/train-h-0014-run-001/logs/00000001.BIN
train-h-0015,train-h-0015-run-001,train-h-0015-family,2210123091860064229,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,48da05a35f3a6ccf724b3068480a88b376939c4afe86178cb07fd73dc970ad84,388.3952552026368,170.57208774583745,46.10821597703176,4.748153924992809,15.227855461404715,0.03268236698816105,0.0,10.0,2026-09-23T23:51:31.250521+00:00,2026-09-23T23:53:33.782284+00:00,data/raw/train-h-0015-run-001/logs/00000001.BIN
train-h-0016,train-h-0016-run-001,train-h-0016-family,3184578911374658999,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,6fb8195b0cb80223970d131024d1d90fb6e2852578894c8599ff20ad7ecb820c,320.73497591943175,1.7243234891623114,60.32368938598543,5.390318952160419,158.253922398416,0.7297051458686197,0.0,10.0,2026-09-23T23:52:35.114450+00:00,2026-09-23T23:54:34.830480+00:00,data/raw/train-h-0016-run-001/logs/00000001.BIN
train-h-0017,train-h-0017-run-001,train-h-0017-family,6908426760405427634,train,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,c3bccee2e4ff391cb6ea6c7d5d3b65e82906073a5630842907efc3a4209624f5,661.2238114204501,241.86934512933712,42.60708953695634,4.777898907234803,48.31557602820908,0.43345258895457073,0.0,10.0,2026-09-23T23:53:33.784555+00:00,2026-09-23T23:56:04.400900+00:00,data/raw/train-h-0017-run-001/logs/00000001.BIN
