scenario_id,run_id,scenario_family_id,seed,split,status,failure_reason,ardupilot_commit,patch_hash,parameter_file_hash,scenario_fingerprint,distance_m,bearing_deg,decision_altitude_m,wind_speed_m_s,wind_direction_deg,payload_mass_kg,turbulence_m_s,observation_window_s,started_unix_s,ended_unix_s,raw_log_path
confirm-h-0001,confirm-h-0001-run-001,confirm-h-0001-family,872890650191889313,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,aff0151d5222d654d1f0b419d6a1c831c967bb27257fc0ed2b11f5393db3f8ca,270.656593702397,176.27735555761333,80.11390771155217,4.661857973977243,326.6382216832483,0.4207043681585826,0.0,10.0,2026-09-23T21:02:47.788840+00:00,2026-09-23T21:04:49.965719+00:00,data/raw/confirm-h-0001-run-001/logs/00000001.BIN
confirm-h-0002,confirm-h-0002-run-001,confirm-h-0002-family,4110318248018062193,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f81ca44a9b93d5a8eb3769207e93ccc0bff3dd179bf1f8a3df1ef38ee8037702,851.7280153300721,264.4218066076276,74.49999490914294,4.074688538738645,70.84842122776837,0.13071330190110542,0.0,10.0,2026-09-23T21:02:47.794586+00:00,2026-09-23T21:05:53.715680+00:00,data/raw/confirm-h-0002-run-001/logs/00000001.BIN
confirm-h-0003,confirm-h-0003-run-001,confirm-h-0003-family,6433711846997765290,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0e99916ac495d4af4169f620efb4f1db71cc97c4b81fdc49d0b6415ad72a2bed,1337.199326058513,36.80107839136042,38.6164343903223,4.894278496255643,226.5943701019338,0.8876470131424158,0.0,10.0,2026-09-23T21:04:49.968500+00:00,2026-09-23T21:08:28.569946+00:00,data/raw/confirm-h-0003-run-001/logs/00000001.BIN
confirm-h-0004,confirm-h-0004-run-001,confirm-h-0004-family,676664450602682762,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,7cb4d7f0c39e436f308b9b832f3a9a82f08391dcf17a7ae58707079a77425026,676.6581646004942,324.1574023014443,35.39277250749105,5.1869481381566445,167.66824126881932,0.7087760589387118,0.0,10.0,2026-09-23T21:05:53.718263+00:00,2026-09-23T21:08:21.895680+00:00,data/raw/confirm-h-0004-run-001/logs/00000001.BIN
confirm-h-0005,confirm-h-0005-run-001,confirm-h-0005-family,5306607312061805810,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0c99bd4e9898c85e3a7ec64c830695fd039ff58f23aa7e0194bd0bf459650187,620.6515972751331,105.81006612840773,44.58246785672433,5.517928821422579,284.891195387691,0.6353405155554113,0.0,10.0,2026-09-23T21:08:21.898193+00:00,2026-09-23T21:10:56.428016+00:00,data/raw/confirm-h-0005-run-001/logs/00000001.BIN
confirm-h-0006,confirm-h-0006-run-001,confirm-h-0006-family,9216290821915724351,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,c230304b40c4a928a378ce7e259955c0b2a3823b6075ee02461d0f91dfb005eb,1123.9624141719316,75.02891943773793,49.557695070648656,4.058545572393889,255.0702100303031,0.6276344939075919,0.0,10.0,2026-09-23T21:08:28.572309+00:00,2026-09-23T21:11:57.576515+00:00,data/raw/confirm-h-0006-run-001/logs/00000001.BIN
confirm-h-0007,confirm-h-0007-run-001,confirm-h-0007-family,7437517461254905811,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,8f48318a880cec79950900a3c455c5d8aa9798c2e8295da516e16b3391dd03b3,757.6124538193646,244.70171690695062,76.17908461743244,4.18494873238433,77.62933025128387,0.5906420563287696,0.0,10.0,2026-09-23T21:10:56.430464+00:00,2026-09-23T21:13:49.639163+00:00,data/raw/confirm-h-0007-run-001/logs/00000001.BIN
confirm-h-0008,confirm-h-0008-run-001,confirm-h-0008-family,423069495580055288,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,0117ccaf7013af8e57b0eeb71798a88dce686afbd08db237966be08166b2ac6d,395.0846104638556,94.05932767342003,31.189283313422816,5.596215070814186,263.2718189728869,0.9944797012434695,0.0,10.0,2026-09-23T21:11:57.578701+00:00,2026-09-23T21:13:50.821826+00:00,data/raw/confirm-h-0008-run-001/logs/00000001.BIN
confirm-h-0009,confirm-h-0009-run-001,confirm-h-0009-family,5193208787350974779,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,2eb6060d450b0f03de5dc8a9334426191542130f908a18ac842b29163cbb36aa,538.9484460971828,190.5517622333512,102.69840985570504,4.991525696174943,17.92597823646946,0.9177786063652925,0.0,10.0,2026-09-23T21:13:49.642368+00:00,2026-09-23T21:16:33.620854+00:00,data/raw/confirm-h-0009-run-001/logs/00000001.BIN
confirm-h-0010,confirm-h-0010-run-001,confirm-h-0010-family,6182603371944032958,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,33697ab8137003397f38d31066822096c877a857a1886cdcb1d3ed2e32c1fcc0,1003.0945817515156,336.5382936669799,56.324751039734906,4.423352310141511,181.66852069937977,0.3961297750311034,0.0,10.0,2026-09-23T21:13:50.825624+00:00,2026-09-23T21:17:02.985016+00:00,data/raw/confirm-h-0010-run-001/logs/00000001.BIN
confirm-h-0011,confirm-h-0011-run-001,confirm-h-0011-family,6524096291203558732,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,1db0702104c6eed59e7e62f3dc8995d606ba882afdfb33f6328a13650af1632f,1425.4041220690144,204.4769988913101,93.26572591848175,4.358321958691837,14.666646287517892,0.24042667609894627,0.0,10.0,2026-09-23T21:16:33.623211+00:00,2026-09-23T21:20:56.059612+00:00,data/raw/confirm-h-0011-run-001/logs/00000001.BIN
confirm-h-0012,confirm-h-0012-run-001,confirm-h-0012-family,4180314465511455890,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,462cae9e5bb41961db7d3f31774389d154ee6d22b9b76ad369a1e46b1a1fcc9e,220.05407450773586,231.27532024064305,67.09022785503896,5.028687633604629,44.86277254736342,0.06122144515434381,0.0,10.0,2026-09-23T21:17:02.988149+00:00,2026-09-23T21:18:55.515967+00:00,data/raw/confirm-h-0012-run-001/logs/00000001.BIN
confirm-h-0013,confirm-h-0013-run-001,confirm-h-0013-family,1265566170457663767,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f5dce85417068fb276983063e02fcd8b939102a743b77fa67e01f83b2553baf6,807.8283821683276,4.115552692249493,57.282766440811244,5.838337597508831,195.32865069509214,0.4814630895329883,0.0,10.0,2026-09-23T21:18:55.517999+00:00,2026-09-23T21:22:06.118883+00:00,data/raw/confirm-h-0013-run-001/logs/00000001.BIN
confirm-h-0014,confirm-h-0014-run-001,confirm-h-0014-family,5726407074001243843,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,eed3573e4b87c8b55c9429cc7a4255570f83e0dcf8f59255c540fefa268d9433,1280.5278846184776,298.81693037817354,65.59910750030775,5.41505931594942,121.51433291980874,0.7956373889893184,0.0,10.0,2026-09-23T21:20:56.061834+00:00,2026-09-23T21:24:58.933122+00:00,data/raw/confirm-h-0014-run-001/logs/00000001.BIN
confirm-h-0015,confirm-h-0015-run-001,confirm-h-0015-family,5696397397572297902,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,876ffda2ea90271c353a022e3529362117b76e2ee30ded338425283f26a1dfa5,296.300752033112,67.41182926059302,114.51363639765302,4.680092898765306,262.4263060340923,0.282810578433751,0.0,10.0,2026-09-23T21:22:06.121373+00:00,2026-09-23T21:24:29.840338+00:00,data/raw/confirm-h-0015-run-001/logs/00000001.BIN
confirm-h-0016,confirm-h-0016-run-001,confirm-h-0016-family,4356882891319280479,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,92d5c3c11e44a4db052e4faab6719e02c67bac58c373ad2d8584c5b294f7f3f0,1082.947573159362,193.0852756770471,41.88178159462618,5.974969540893443,29.792321082120054,0.687042941450061,0.0,10.0,2026-09-23T21:24:29.842431+00:00,2026-09-23T21:28:09.155981+00:00,data/raw/confirm-h-0016-run-001/logs/00000001.BIN
confirm-h-0017,confirm-h-0017-run-001,confirm-h-0017-family,5457281846897741675,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,f84297b0c44af5e76a769c1273df9f6afc35ac74159dbeceb91ad4ab22a2419f,1499.049309549148,143.3254397996906,47.751452883970906,4.493104853495552,304.4818701107901,0.5311767752437669,0.0,10.0,2026-09-23T21:24:58.935282+00:00,2026-09-23T21:29:04.356506+00:00,data/raw/confirm-h-0017-run-001/logs/00000001.BIN
confirm-h-0018,confirm-h-0018-run-001,confirm-h-0018-family,461901578393816930,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,e8ac69bf562cf68a4a14cf72d9da92f1e6c2cfaddc8b6a82876254b03184f657,788.6516436583628,350.578408108362,112.59059993171931,5.794300006561784,144.4396517945894,0.460090408711085,0.0,10.0,2026-09-23T21:28:09.158208+00:00,2026-09-23T21:31:41.601083+00:00,data/raw/confirm-h-0018-run-001/logs/00000001.BIN
confirm-h-0019,confirm-h-0019-run-001,confirm-h-0019-family,2268304394172837184,test,completed,,d12a8f8997634cee977581cbaa5548c04facc1f5,6c58c27282539d3519962692d87bdfaba41ce01b094a18e3956a3473bb14fe20,2f5ce03671f92bfca42dabff69a505058fb52e27086fafbd86a866f5b4af27cf,fd4b44ea04f6e292a2731d34f5b782e37b7d7ca1a4be0d75ab2d9780984c7992,1189.8499987482915,285.6976981689564,91.00394875675514,4.591174640978896,132.7893185720186,0.18031769192827932,0.0,10.0,2026-09-23T21:29:04.359074+00:00,2026-09-23T21:33:02.821578+00:00,data/raw/confirm-h-0019-run-001/logs/00000001.BIN
